,stop_number,stop_address
10986,2112,"New Road, Clondalkin Main St"
10989,2116,"Ninth Lock Road, Nangor Road"
10990,2117,"Ninth Lock Road, Station Road"
11007,4414,"Kylemore Rd, Ballyfermot Road"
11008,5009,"Kylemore Rd, Le Fanu Road"
11009,2199,"Old Lucan Rd, Glenaulin"
11010,326,"Aston Quay, Aston Place"
11014,4407,"Victoria Quay, Guinness Store"
11015,2637,"St. John's Road, Heuston Station"
11020,2645,"Lally Rd, Seven Oaks"
11021,2646,"Decies Road, O'Moore Road"
11022,2647,"Decies Road, Markievicz Park"
11023,2648,"Decies Road, Ramillies Road"
11024,2649,"Decies Road, Thomond Road"
11025,2650,"Landen Road, Kylemore Road"
11031,2657,"Clifden Road, Le Fanu Park"
11032,2658,"Clifden Road, Oranmore Road"
11033,2659,"Clifden Road, Raheen Park"
11034,2660,"Cherry Orchard Ave, Raheen Park"
11035,2661,"Cherry Orchard Ave, Cherry Orchard Drive"
11036,2662,"Cherry Orchard Ave, Cherry Orchard Way"
11037,2909,"Cherry Orchard Ave, Health Centre"
11038,2906,"Blackditch Rd, Elmdale"
11039,2907,"Blackditch Rd, Orchard Lawns"
11040,2908,"Oranmore Road, Spiddal Park"
11041,2670,"Spiddal Road, Spiddal Park"
11042,2910,"Spiddal Road, Blackditch Road"
11043,2911,"Blackditch Rd, Cherry Orchard Park"
11044,7507,"Cherry Orchard Ave, St. Ultans School"
11045,2663,"Cherry Orchard Ave, Croftwood Crescent"
11046,2664,"Cherry Orchard Ave, Cherry Orchard Drive"
11047,2665,"Cherry Orchard Ave, Raheen Park"
11048,2666,"Raheen Park, Cherry Orchard Drive"
11049,2667,"Clifden Road, Claddagh Road"
11055,2703,"Thomond Road, Cremona Road"
11056,2704,"Decies Road, Ranville Road"
11057,2706,"Decies Road, Garryowen Road"
11058,6070,"Decies Road, O'Hogan Road"
11059,2708,"Decies Road, Lally Road"
11060,5134,"Lally Rd, Landen Road"
11065,4413,"St. John's Road, Heuston Station"
11073,1555,"St. Margaret's Road, Airport Logistics Park"
11074,1556,"St. Margaret's Road, Recreational Centre"
11075,1557,"St. Margaret's Road, M50 Flyover"
11076,1181,"St. Margaret's Road, Lanesborough"
11077,7350,"St. Margaret's Road, Charlestown Centre"
11082,4891,"Grove Road, Sycamore Road"
11084,7425,"Glasanaon Road, Ballygall Rd West"
11085,7424,"Glasanoan Road, Glasanaon Park"
11086,7423,"Glasanaon Road, Glasaree Road"
11087,1566,"Glasanaon Road, Johnstown Park"
11088,1567,"Glasanaon Road, Johnstown Park"
11089,4372,"Ballygall Rd East, Fitzmaurice Road"
11090,179,"Ballygall Rd East, Griffith Avenue"
11091,7431,"Griffith Avenue Extension, Tolka Estate"
11092,175,"Tolka Estate, Old Finglas Road"
11093,176,"Old Finglas Rd, Cremore Lawns"
11094,181,"Old Finglas Rd, Cremore Avenue"
11095,182,"Glasnevin Hill, Met Office"
11096,183,"Botanic Rd, Botanic Gardens"
11104,1614,"Constitution Hill, Coleraine Street"
11105,1615,"Church Street, Mary's Lane"
11136,2490,"Captain's Road, Armagh Road"
11137,2491,"Captain's Road, Captain's Avenue"
11138,2492,"Stannaway Ave, Stannaway Court"
11273,2493,"Captain's Road, Captain's Avenue"
11302,1616,"Church Street, Law Library"
11303,1617,"Church Street, Capuchin Church"
11304,1618,"Church Street, Brunswick Street"
11305,1619,"Constitution Hill, Kings Inn"
11313,202,"Botanic Rd, Fairfield Road"
11314,151,"Botanic Rd, Botanic Gardens"
11315,153,"Glasnevin Hill, Met Office"
11316,154,"Old Finglas Rd, St. Brigid's School"
11317,155,"Old Finglas Rd, Cremore Lawns"
11318,156,"Tolka Estate, Northland Grove"
11319,7430,"Griffith Avenue Extension, Tolka Estate"
11320,177,"Ballygall Rd East, Griffith Avenue"
11321,178,"Ballygall Rd East, West Park Drive"
11322,1539,"Glasanaon Road, Griffith Parade"
11323,1540,"Glasanaon Road, Johnstown Park"
11324,7426,"Glasanaon Road, Ballygall Parade"
11325,7427,"Glasanaon Road, Ballygall Place"
11326,7428,"Glasanaon Road, Ballygall Rd West"
11328,133,"Grove Park Road, Glasnevin Avenue"
11329,134,"Sycamore Rd, Willow Park Crescent"
11335,1182,"St. Margaret's Road, Charlestown"
11336,1550,"St. Margaret's Road, M50 Flyover"
11337,1551,"St. Margaret's Road, Recreational Centre"
11338,1552,"St. Margaret's Road, Logistics Park"
11471,7188,"Temple Road, Frascati Road"
11477,3117,"Deansgrange Rd, Link Road"
11478,3118,"Deansgrange Rd, St. Fintan's Villas"
11479,3119,"Deansgrange Rd, Cemetery"
11480,3120,"Clonkeen Rd, Kill Lane"
11481,3122,"Clonkeen Rd, South Park"
11482,3123,"Clonkeen Rd, South Park"
11483,3124,"Clonkeen Rd, South Park"
11484,3125,"Clonkeen Rd, Monaloe Crescent"
11486,3127,"Old Bray Road, Cabinteely Park"
11487,3128,"Old Bray Road, Brennanstown Road"
11488,3130,"Bray Road, Kilbogget Park"
11489,3131,"Bray Road, Kilbogget Park"
11490,3132,"Bray Road, Shanganagh Vale"
11491,3133,"Bray Road, Garrison Mews"
11494,3134,"Bray Road, Wyattville Road"
11495,3135,"Bray Road, Loughlinstown Hospital"
11496,3136,"Bray Road, Cottsfoot"
11497,3138,"Bray Road, St. Anne's Church"
11498,3139,"Bray Road, Quinn's Road"
11499,4124,"Bray Road, Claremount"
11500,4125,"Bray Road, Shanganagh Castle"
11501,4126,"Bray Road, Shanganagh Cemetery"
11502,4127,"Bray Road, Crinken Church"
11503,4128,"Bray Road, Woodbrook"
11504,4129,"Bray Road, Old Connacht Avenue"
11505,4130,"Castle Street, Dargle Road"
11506,4131,"Castle Street, Dwyer Park"
11507,7294,"Bray Main Street, Quinsborough Road"
11508,4156,"Quinsborough Rd, Seymour Road"
11509,4168,"Bray, Railway Station"
11510,4170,"Florence Road, Methodist Church"
11511,4132,"Bray Main Street, St. Kevin's Square"
11512,4134,"Vevay Road, Church Road"
11513,4135,"Vevay Road, Lauderdale"
11514,4136,"Vevay Road, Putland Villas"
11515,4207,"Vevay Road, Boghall Road"
11516,4208,"Vevay Road, Briars Wood"
11517,4209,"Greystones Rd, Bray Golf Club"
11518,4210,"Greystones Rd, Kilruddery Cottages"
11519,4211,"Greystones Rd, Rathdown Upper"
11520,4212,"Greystones Rd, Windgate"
11521,4213,"Greystones Rd, Windgate"
11522,5139,"Greystones Rd, Windgate"
11523,4214,"Greystones Rd, Redford Bridge"
11524,4215,"Rathdown Road, Redford Park"
11525,4216,"Rathdown Road, Chapel Road"
11526,4217,"Rathdown Road, St. Kevin's School"
11527,4218,"Rathdown Road, Church Road"
11528,4219,"Rathdown Road, Victoria Road"
11529,4220,"Trafalgar Road, Marine Road"
11530,4221,"Trafalgar Road, La Touche Place"
11531,4222,"Church Road, La Touche Place"
11532,4224,"Church Road, Rail Station"
11533,4225,"Greystones, Charlesland Grove"
11534,4226,"Greystones, Roundabout"
11535,4227,"Greystones, Rugby Club"
11536,4228,"Mill Road, Greystones Tennis Club"
11537,4229,"Mill Road, Carrig Villas"
11538,4230,"Mill Road, Killincarrick Cottages"
11539,4231,"Kilcoole Rd, Mill Grove"
11540,7352,"Kilcoole Rd, Three Trouts Bridge"
11541,4246,"Kilcoole Rd, Glenbrook Park"
11542,4248,"Kilcoole Rd, Charlesland"
11543,4249,"Kilcoole Rd, Prettybush"
11544,4250,"Kilcoole Rd, Mountain View"
11545,4251,"Kilcoole Rd, Lott Lane"
11546,4252,"Kilcoole Rd, St. Anthony's School"
11547,4253,"Kilcoole, New Road"
11548,4254,"Kilcoole, Sea Road"
11549,6137,"Newcastle Rd, Golf Club"
11550,4256,"Newcastle Rd, Woodstock Business Park"
11551,4257,"Newcastle Rd, Chippin View Cottage"
11552,4258,"Newcastle Rd, Leabeg House"
11553,4259,"Newcastle Rd, Gorse Hill"
11554,7272,"Newcastle Rd, Newcastle Middle"
11555,4956,"Newcastle Rd, Sea Road"
11688,4260,"Newcastle Rd, Sea Road"
11689,4261,"Newcastle Rd, Sea Road"
11690,7271,"Newcastle Rd, Newcastle Middle"
11691,5136,"Newcastle Rd, Gorse Hill"
11692,4262,"Newcastle Rd, Leabeg Road"
11693,4263,"Newcastle Rd, Chippin View Cottage"
11694,4264,"Newcastle Rd, Woodstock Business Park"
11695,7296,"Newcastle Rd, Golf Club"
11696,4265,"Newcastle Rd, Bramble Corner"
11697,4266,"Kilcoole, Sea Road"
11698,4267,"Kilcoole, New Road"
11699,4268,"Kilcoole, St. Anthony Church"
11700,4269,"Kilcoole, Lott Lane"
11701,4270,"Kilcoole Rd, Mountain View"
11702,4271,"Kilcoole Rd, Prettybush"
11703,4273,"Kilcoole Rd, Eden Gate"
11704,4274,"Kilcoole Rd, Glenbrook Park"
11705,4275,"Kilcoole Rd, Three Trouts Bridge"
11706,4276,"Kilcoole Rd, Mill Grove"
11707,4277,"Mill Road, New Road"
11708,4278,"Mill Road, Garden Centre"
11709,4279,"Mill Road, Rugby Club"
11710,4280,"Mill Road, Manor Avenue"
11711,4281,"Greystones, Quarry Road"
11712,4282,"Greystones, Woodlands Hotel"
11713,4283,"Church Road, Rail Station"
11714,4284,"Church Road, La Touche Place"
11715,4285,"Trafalgar Road, Marine Road"
11716,4286,"Rathdown Road, Victoria Road"
11717,4287,"Rathdown Road, Church Road"
11718,4288,"Rathdown Road, National School"
11719,4295,"Redford Pk, Chapel Road"
11720,4296,"Rathdown Road, Blacklion Manor"
11721,4297,"Greystones Rd, Redford Bridge"
11722,4299,"Greystones Rd, Windgate"
11723,4300,"Greystones Rd, Windgate"
11724,4301,"Greystones Rd, House On Hill"
11725,4302,"Greystones Rd, Lord Meaths Gate"
11726,5135,"Greystones Rd, Golf Club"
11727,4303,"Vevay Road, Southern Cross Road"
11728,4304,"Vevay Road, Newcourt Road"
11729,4148,"Vevay Road, Putland Villas"
11730,4149,"Vevay Road, Putland Road"
11731,3045,"Vevay Road, Church Road"
11732,4150,"Vevay Road, Market House"
11733,4151,"Main Street Bray, Bray Town Hall"
11737,4153,"Main Street Bray, Quinsborough Road"
11738,4154,"Bray Castle St, Park Road"
11739,4416,"Dublin Rd Bray, Roseville Court"
11740,4201,"Bray Road, Garden Centre"
11741,4202,"Bray Road, Woodbrook College"
11742,4203,"Bray Road, Crinken Church"
11743,4204,"Bray Road, Shanganagh Castle"
11744,4205,"Bray Road, Crinken Lodge"
11745,4206,"Bray Road, Claremont"
11746,3140,"Dublin Rd, Quinn's Road"
11747,3141,"Shankill, St. Anne's Church"
11748,3142,"Dublin Rd, Kentfield"
11749,3143,"Bray Road, Loughlinstown Hospital"
11750,3144,"Bray Road, Cherrywood Road"
11752,3146,"Bray Road, Garrison Mews"
11753,3147,"Bray Road, Kilbogget Park"
11754,3148,"Bray Road, Shrewsbury House"
11755,3149,"Johnstown Rd, St. Brigid's Church"
11756,3150,"Old Bray Road, Cabinteely Park"
11757,3151,"Old Bray Road, Glen Estate"
11759,3152,"Clonkeen Rd, Monaloe Crescent"
11760,2995,"Clonkeen Rd, South Park"
11761,3154,"Clonkeen Rd, Beech Estate"
11762,3155,"Clonkeen Rd, Beech Estate"
11763,3156,"Clonkeen Rd, Kill Lane"
11764,3158,"Deansgrange Rd, Kill Lane"
11765,3159,"Deansgrange Rd, Cemetery"
11766,3160,"Deansgrange Rd, Cemetery"
11782,4307,"Sea Road, Beechdale"
11783,4308,"Sea Road, Beechdale"
11954,4381,"Sutton, DART Station"
11955,935,"Station Road, Burrowfield Road"
11956,936,"Strand Road, Burrowfield Road"
11964,4503,"Strand Road, Hazel Grove"
11966,3610,"Carrickhill Rd, Carrickcourt"
11967,3611,"Carrickhill Rd, Carrickhill Heights"
11968,6135,"Carrickhill Rd, Hill Court"
11969,3612,"Carrickhill Rd, Leisure Centre"
11985,6010,"Malahide Road, Waterside"
11988,1039,"Malahide Road, Seamount"
11989,1040,"Malahide Road, Foxwood"
11993,3572,"Forest Road, Dublin Road"
11994,3701,"Forest Road, Rivervalley Lawn"
11995,3702,"River Valley Rd, River Valley Lawn"
11996,3088,"River Valley Rd, River Valley Heights"
11997,3704,"River Valley Rd, Cherry Garth"
11998,3705,"Rathingle Road, Brookdale Drive"
11999,733,"Rathingle Road, Forest View"
12000,6015,"Rathingle Road, Cherry Avenue"
12001,788,"Forest Road, Rathingle Cottages"
12002,815,"Forest Road, Golf Club"
12009,3078,"Forest Road, Golf Club Entrance"
12010,3087,"Forest Road, The Oaks"
12011,6033,"Rathingle Road, Forest Road"
12012,3089,"Rathingle Road, Cherry Avenue"
12013,3090,"Rathingle Road, Forest View"
12014,3706,"Rathingle Road, Forest Crescent"
12015,3707,"Rathingle Road, Brookdale Drive"
12016,3708,"River Valley Rd, Hilltown Road"
12017,3709,"River Valley Rd, River Valley Heights"
12018,3710,"River Valley Rd, River Valley Lawn"
12019,4925,"Forest Road, Sports Ground"
12020,4926,"Forest Road, Dublin Road"
12023,1041,"Malahide Road, Ashley Drive"
12024,1050,"Malahide Road, Seamount View"
12027,6055,"Malahide Road, Waterside"
12028,1073,"Malahide Road, Seabury Road"
12035,3586,"Malahide Vlg, Garda Station"
12045,3608,"Carrickhill Rd, The Quarry"
12046,3609,"Carrickhill Rd, Carrickhill Heights"
12055,951,"Strand Road, Warrenhouse Rd"
12056,952,"Strand Road, Burrowfield Road"
12057,953,"Station Road, Burrowfield Road"
12090,1730,"Clontarf Rd, Vernon Court"
12091,1731,"Clontarf Rd, Vernon Avenue"
12092,1732,"Clontarf Rd, Oultan Road"
12093,1733,"Clontarf Rd, Oultan Road"
12094,1650,"Castle Ave, Clontarf Road"
12095,1652,"Castle Ave, Clontarf Castle"
12096,5141,"Castle Ave, Cemetery"
12097,1773,"Blackheath Pk, Castle Avenue"
12098,1774,"Blackheath Pk, Blackheath Ave"
12099,1651,"Vernon Avenue, Hampton Court"
12100,4784,"Vernon Avenue, C.R.C"
12102,4791,"Collins Ave, St. Peter's College"
12103,4792,"Collins Ave, Clanawley Road"
12104,662,"Collins Avenue East, Opposite Clontarf Golf Club"
12105,663,"Collins Avenue East, St. Peter's School"
12108,4473,"Kilmore Rd, Artane Castle"
12111,4597,"Beaumont Hospital, Main Entrance"
12123,1645,"Collins Avenue, E.S.B. Power Station"
12124,1646,"Collins Avenue Extension, DCU"
12127,1644,"Collins Avenue Extension, DCU"
12128,1605,"Collins Avenue, Albert College Park"
12138,253,"Beaumont Hospital, Main Entrance"
12141,4474,"Kilmore Rd, Skelly's Lane"
12142,4790,"Kilmore Rd, Pinebrook Drive"
12145,674,"Collins Ave, Clanree Road"
12146,4389,"Collins Ave, Golf Club"
12147,4390,"Collins Ave, Railway Bridge"
12149,4785,"Vernon Avenue, C.R.C."
12150,7607,"Vernon Avenue, Vernon Drive"
12151,1764,"Blackheath Pk, Blackheath Court"
12152,1765,"Blackheath Drive, Blackheath Grove"
12153,1766,"Castle Ave, Seafield Road West"
12154,1767,"Castle Ave, Clontarf Castle"
12155,7129,"Castle Ave, Victoria Road"
12156,1744,"Clontarf Rd, Castle Avenue"
12157,1745,"Clontarf Rd, Oultan Road"
12158,1746,"Clontarf Rd, Oultan Road"
12159,1747,"Clontarf Rd, Vernon Avenue"
12160,1748,"Clontarf Rd, Fortview Avenue"
12161,1749,"Clontarf Rd, Bus Garage"
12168,3221,"Loughlinstown Drive, FAS Centre"
12169,3222,"Loughlinstown Pk, Loughlinstown Wood"
12170,3223,"Loughlinstown Drive, FAS Centre"
12177,7472,"Rochestown Ave, Shopping Centre"
12178,3230,"Rochestown Ave, Drumkeen Manor"
12179,3232,"Pearse Villas, Rochestown Park"
12180,3233,"Pearse Street, Pearse Villas"
12181,3234,"Pearse Street, Pearse Avenue"
12182,4462,"Church Place, Park Close"
12183,3235,"Pearse Street, Pearse Park"
12184,3236,"Sallynoggin Road, O'Donnell Gardens"
12185,3237,"Sallynoggin Road, Sarsfield Street"
12186,6103,"Glenageary Rd, St. Kevin's Villas"
12187,7554,"Glenageary Road, Kill Avenue"
12227,7553,"Glenageary Road, Highthorn Woods"
12228,6082,"Glenageary Rd, Greythorn Park"
12229,3205,"Sallynoggin Road, Glenageary Road"
12230,3206,"Sallynoggin Road, Pearse Street"
12231,3207,"Pearse Street, Sallynoggin Road"
12232,3208,"Sallynoggin, St. Kevin's School"
12233,3209,"Pearse Street, Park Close"
12234,3210,"Pearse Street, Pearse Villas"
12235,4981,"Pearse Villas, Rochestown Park"
12236,3211,"Rochestown Pk, Beechwood Lawn"
12237,3212,"Rochestown Ave, Granitefield"
12238,3213,"Rochestown Ave, Shopping Centre"
12316,6200,"Blackglen, Rock View"
12317,6201,"Ticknock, Sandyford View"
12318,6196,"Ticknock Hill, Rockview Road"
12319,3532,"Blackglen Rd, Blackglen Road"
12320,3533,"Blackglen Rd, Blackglen Court"
12321,3491,"Sandyford Rd, Lambs Cross"
12322,6007,"Sandyford Rd, Kilcross Road"
12323,4349,"Blackthorn Drive, Limes Road"
12324,3184,"Blackthorn Drive, Moreen Avenue"
12329,3187,"Burton Hall Rd, Blackthorn Avenue"
12330,3188,"Leopardstown Rd, Racecourse"
12331,3189,"Leopardstown Rd, Sunshine Home"
12332,3190,"Leopardstown Rd, Torquay Road"
12333,3191,"Leopardstown Rd, Foxrock Manor"
12334,3192,"Leopardstown Rd, Westminister Lawns"
12335,3193,"Newtownpark Ave, Granville Road"
12336,3194,"Newtownpark Ave, Orchard"
12337,3195,"Newtownpark Ave, Ardmeen Park"
12338,3196,"Newtown Park, Rushmore House"
12339,3198,"Carysfort Avenue, Elm Grove"
12340,3199,"Carysfort Avenue, Proby Square"
12341,3200,"Carysfort Avenue, UCD"
12342,3201,"Carysfort Avenue, Frascati Road"
12346,3165,"Carysfort Avenue, Frascati Road"
12347,3166,"Carysfort Avenue, Prince Edward Terrace"
12348,3167,"Carysfort Avenue, Prince Edward Terrace"
12349,3168,"Carysfort Avenue, Proby Square"
12350,3169,"Carysfort Avenue, Hawthorn House"
12351,3171,"Newtown Park, Newtownpark Ave"
12352,3173,"Newtownpark Ave, Ardmeen Park"
12353,3174,"Newtownpark Ave, Granville Park"
12354,3175,"Newtownpark Ave, Stillorgan Road"
12355,3176,"Leopardstown Rd, Kelston Park"
12356,3177,"Leopardstown Rd, Foxrock Manor"
12357,3178,"Leopardstown Rd, Torquay Road"
12358,3179,"Leopardstown Rd, Racecourse"
12361,4457,"Blackthorn Drive, Burton Hall"
12362,3182,"Blackthorn Road, Furze Road"
12363,3183,"Blackthorn Road, Bracken Road"
12364,4350,"Blackthorn Drive, Moreen Avenue"
12365,5143,"Blackthorn Drive, Sandyford Road"
12367,6006,"Sandyford Rd, Kilcross Road"
12368,3493,"Blackglen Rd, Lambs Cross"
12369,3494,"Blackglen Rd, Blackglen Court"
12370,6197,"Ticknock, Rockview Road"
12371,6198,"Ticknock, Sandyford View"
12372,6199,"Blackglen, Simons Ridge"
12374,2795,"Leeson St, Appian Way"
12375,756,"Morehampton Road, Royal Hospital"
12376,757,"Morehampton Road, Brendan Road"
12377,758,"Morehampton Road, Victoria Avenue"
12378,759,"Donnybrook, Rugby Ground"
12379,760,"Stillorgan Road, Bus Garage"
12380,761,"Stillorgan Road, Donnybrook Close"
12381,762,"Stillorgan Road, RTE"
12416,4987,"Stone Mason's Way, Marlay Wood"
12421,2954,"Whitechurch Green, Glenmore Park"
12431,4988,"Stone Mason's Way, Brehon Field Road"
12457,4727,"Stillorgan Road, Laurence Park"
12465,769,"Stillorgan Road, Belfield Court"
12466,770,"Stillorgan Road, RTE"
12467,771,"Stillorgan Road, Teresian School"
12468,772,"Stillorgan Road, Bus Garage"
12469,773,"Donnybrook Rd, Eglington Road"
12470,774,"Donnybrook, Garda Station"
12471,775,"Morehampton Road, Mount Eden Road"
12472,776,"Morehampton Road, Morehampton Terrace"
12473,777,"Morehampton Road, Royal Hospital"
12479,792,"Dawson Street, Duke Street"
12495,3317,"Brewery Rd, Leopardstown Rd"
12496,3318,"Brewery Rd, Leopardstown Ave"
12497,3320,"Brewery Rd, Stillorgan Road"
12526,6004,"Parnell Street, Gate Hotel"
12527,3,"Parnell Square, Granby Place"
12531,56,"Cabra Road, St. Peter's Road"
12533,4499,"Dowth Ave, Cabra Road"
12534,4934,"Dowth Ave, Offaly Road"
12535,4500,"Faussagh Road, Dowth Avenue"
12536,4481,"Faussagh Road, Quarry Road"
12537,4485,"Faussagh Road, GAA Club"
12538,822,"Carnlough Road, Mulroy Road"
12539,823,"Carnlough Road, Fassaugh Avenue"
12540,824,"Carnlough Road, Kilkieran Road"
12541,825,"Carnlough Road, St. Finbar's Road"
12542,826,"Carnlough Road, Broombridge Station"
12543,827,"Carnlough Road, Ventry Park"
12544,71,"Ventry Park, Ventry Drive"
12545,72,"Ventry Drive, Ratoath Road"
12546,5144,"Ratoath Road, Marian School"
12547,7027,"Ratoath Road, Ballyboggan Road"
12548,4538,"Royal Canal Ave, Watermint Court"
12549,7396,"Royal Canal Ave, Compass Court"
12550,5145,"Rathbourne Avenue, Rathbourne Drive"
12551,276,"River Road, Rathbourne Avenue"
12589,284,"Rathbourne Avenue, Rathbourne Way"
12590,4504,"Royal Canal Ave, Compass Court South"
12591,7028,"Ratoath Road, Ballyboggan Road"
12592,5147,"Ratoath Road, Marian College"
12593,68,"Ventry Drive, Ratoath Road"
12594,30,"Ventry Park, John Paul II Park"
12595,69,"Carnlough Road, Ventry Park"
12596,828,"Carnlough Road, Railway Station"
12597,829,"Carnlough Road, St. Finbar's Road"
12598,830,"Carnlough Road, Bannow Road"
12599,831,"Carnlough Road, Mulroy Road"
12600,75,"Faussagh Avenue, Bannow Road"
12601,4501,"Faussagh Road, Quarry Road"
12602,4935,"Faussagh Road, Dowth Avenue"
12603,4502,"Dowth Ave, Fassaugh Road"
12604,4936,"Dowth Ave, Cabra Road"
12646,4525,"Ashington Park, Abbey Drive"
12647,4526,"Ashington Avenue, Priory"
12651,16,"Nephin Road, John Paul II Park"
12652,73,"Faussagh Avenue, Broombridge Road"
12653,74,"Faussagh Avenue, Church"
12654,4371,"Carnlough Road, Fassaugh Avenue"
12655,832,"Carnlough Road, Drumcliffe"
12656,833,"Carnlough Road, Cabra Road"
12662,83,"North Circular Road, Mater Hospital"
12663,84,"North Circular Road, Leo Street"
12683,7455,"Herberton Road, New Ireland Road"
12684,7438,"Herberton Road, Herberton Drive"
12685,1410,"Keeper Road, Sundrive Road"
12686,1411,"Keeper Road, Brickfields Road"
12687,1412,"Slievenamon Rd, Brickfields Park"
12688,1413,"Mourne Rd, Brickfields Park"
12689,1414,"Mourne Rd, Benbulbin Road"
12690,1415,"Mourne Rd, Sperrin Road"
12691,1417,"Mourne Rd, Lady Of Mercy School"
12692,1418,"Mourne Rd, Cooley Road"
12693,5149,"Errigal Rd, Brandon Road"
12694,1419,"Errigal Rd, Brandon Road"
12695,6094,"Errigal Rd, Drimnagh Road"
12788,1423,"Drimnagh Rd, Crumlin Hospital"
12790,1425,"Cooley Road, Crumlin Hospital"
12791,1426,"Cooley Road, Brandon Road"
12792,1427,"Mourne Rd, Cooley Road"
12793,1428,"Mourne Rd, Lady of Mercy School"
12794,1429,"Mourne Rd, Sperrin Road"
12795,1430,"Mourne Rd, Benbulbin Road"
12796,1432,"Mourne Rd, Brickfields Park"
12797,1433,"Slievenamon Rd, Brickfields Park"
12798,1434,"Keeper Road, Brickfields Road"
12799,1435,"Keeper Road, Sundrive Road"
12800,7439,"Herberton Road, Herberton Drive"
12801,7454,"Herberton Road, New Ireland Road"
12820,53,"North Circular Road, Dorset Street"
