dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1470258000,2016-08-03 21:00:00 +0000 UTC,2964574,,,,289.179,289.179,289.179,1008,,,93,10,256,,,,,,,,,24,801,Clouds,few clouds,02n
1470261600,2016-08-03 22:00:00 +0000 UTC,2964574,,,,289.179,289.179,289.179,1008,,,93,10,256,,,,,,,,,24,801,Clouds,few clouds,02n
1470265200,2016-08-03 23:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1002,,,82,10,250,,0.14,,,,,,,68,500,Rain,light rain,10n
1470268800,2016-08-04 00:00:00 +0000 UTC,2964574,,,,288.777,288.777,288.777,1010,,,95,10,261,,0.14,,,,,,,68,500,Rain,light rain,10n
1470272400,2016-08-04 01:00:00 +0000 UTC,2964574,,,,288.777,288.777,288.777,1010,,,95,10,261,,0.14,,,,,,,68,500,Rain,light rain,10n
1470276000,2016-08-04 02:00:00 +0000 UTC,2964574,,,,288.592,288.592,288.592,1011,,,97,9,273,,,,,,,,,64,803,Clouds,broken clouds,04n
1470279600,2016-08-04 03:00:00 +0000 UTC,2964574,,,,288.592,288.592,288.592,1011,,,97,9,273,,,,,,,,,64,803,Clouds,broken clouds,04n
1470283200,2016-08-04 04:00:00 +0000 UTC,2964574,,,,288.592,288.592,288.592,1011,,,97,9,273,,,,,,,,,64,803,Clouds,broken clouds,04n
1470286800,2016-08-04 05:00:00 +0000 UTC,2964574,,,,288.31,288.31,288.31,1012,,,99,8,277,,,,,,,,,68,803,Clouds,broken clouds,04d
1470290400,2016-08-04 06:00:00 +0000 UTC,2964574,,,,288.31,288.31,288.31,1012,,,99,8,277,,,,,,,,,68,803,Clouds,broken clouds,04d
1470294000,2016-08-04 07:00:00 +0000 UTC,2964574,,,,288.31,288.31,288.31,1012,,,99,8,277,,,,,,,,,68,803,Clouds,broken clouds,04d
1470297600,2016-08-04 08:00:00 +0000 UTC,2964574,,,,288.96,288.96,288.96,1014,,,95,7,278,,,,,,,,,64,803,Clouds,broken clouds,04d
1470301200,2016-08-04 09:00:00 +0000 UTC,2964574,,,,288.71,288.71,288.71,1007,,,87,8,260,,0.035,,,,,,,64,803,Clouds,broken clouds,04d
1470304800,2016-08-04 10:00:00 +0000 UTC,2964574,,,,289.82,289.82,289.82,1007,,,77,9,270,,0.035,,,,,,,64,803,Clouds,broken clouds,04d
1470308400,2016-08-04 11:00:00 +0000 UTC,2964574,,,,290.119,290.119,290.119,1016,,,88,5,279,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470312000,2016-08-04 12:00:00 +0000 UTC,2964574,,,,290.119,290.119,290.119,1016,,,88,5,279,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470315600,2016-08-04 13:00:00 +0000 UTC,2964574,,,,290.119,290.119,290.119,1016,,,88,5,279,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470319200,2016-08-04 14:00:00 +0000 UTC,2964574,,,,290.607,290.607,290.607,1017,,,85,5,285,,,,,,,,,76,803,Clouds,broken clouds,04d
1470322800,2016-08-04 15:00:00 +0000 UTC,2964574,,,,290.607,290.607,290.607,1017,,,85,5,285,,,,,,,,,76,803,Clouds,broken clouds,04d
1470326400,2016-08-04 16:00:00 +0000 UTC,2964574,,,,289.277,289.277,289.277,1018,,,93,5,322,,0.8075,,,,,,,64,500,Rain,light rain,10d
1470330000,2016-08-04 17:00:00 +0000 UTC,2964574,,,,290.387,290.387,290.387,1020,,,86,4,323,,,,,,,,,76,803,Clouds,broken clouds,04d
1470333600,2016-08-04 18:00:00 +0000 UTC,2964574,,,,290.387,290.387,290.387,1020,,,86,4,323,,,,,,,,,76,803,Clouds,broken clouds,04d
1470337200,2016-08-04 19:00:00 +0000 UTC,2964574,,,,290.387,290.387,290.387,1020,,,86,4,323,,,,,,,,,76,803,Clouds,broken clouds,04d
1470340800,2016-08-04 20:00:00 +0000 UTC,2964574,,,,289.534,289.534,289.534,1023,,,90,4,343,,,,,,,,,44,802,Clouds,scattered clouds,03d
1470344400,2016-08-04 21:00:00 +0000 UTC,2964574,,,,289.534,289.534,289.534,1023,,,90,4,343,,,,,,,,,44,802,Clouds,scattered clouds,03n
1470348000,2016-08-04 22:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1011,,,87,4,280,,0,,,,,,,44,802,Clouds,scattered clouds,03n
1470351600,2016-08-04 23:00:00 +0000 UTC,2964574,,,,287.801,287.801,287.801,1025,,,100,3,343,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470355200,2016-08-05 00:00:00 +0000 UTC,2964574,,,,287.801,287.801,287.801,1025,,,100,3,343,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470358800,2016-08-05 01:00:00 +0000 UTC,2964574,,,,287.801,287.801,287.801,1025,,,100,3,343,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470362400,2016-08-05 02:00:00 +0000 UTC,2964574,,,,286.573,286.573,286.573,1026,,,100,2,316,,,,,,,,,24,801,Clouds,few clouds,02n
1470366000,2016-08-05 03:00:00 +0000 UTC,2964574,,,,286.573,286.573,286.573,1026,,,100,2,316,,,,,,,,,24,801,Clouds,few clouds,02n
1470369600,2016-08-05 04:00:00 +0000 UTC,2964574,,,,286.573,286.573,286.573,1026,,,100,2,316,,,,,,,,,24,801,Clouds,few clouds,02n
1470373200,2016-08-05 05:00:00 +0000 UTC,2964574,,,,286.156,286.156,286.156,1027,,,100,2,284,,,,,,,,,68,803,Clouds,broken clouds,04d
1470376800,2016-08-05 06:00:00 +0000 UTC,2964574,,,,286.156,286.156,286.156,1027,,,100,2,284,,,,,,,,,68,803,Clouds,broken clouds,04d
1470380400,2016-08-05 07:00:00 +0000 UTC,2964574,,,,286.156,286.156,286.156,1027,,,100,2,284,,,,,,,,,68,803,Clouds,broken clouds,04d
1470384000,2016-08-05 08:00:00 +0000 UTC,2964574,,,,286.783,286.783,286.783,1028,,,100,2,255,,,,,,,,,92,804,Clouds,overcast clouds,04d
1470387600,2016-08-05 09:00:00 +0000 UTC,2964574,,,,286.783,286.783,286.783,1028,,,100,2,255,,,,,,,,,92,804,Clouds,overcast clouds,04d
1470391200,2016-08-05 10:00:00 +0000 UTC,2964574,,,,286.783,286.783,286.783,1028,,,100,2,255,,,,,,,,,92,804,Clouds,overcast clouds,04d
1470394800,2016-08-05 11:00:00 +0000 UTC,2964574,,,,288.235,288.235,288.235,1028,,,99,3,200,,,,,,,,,56,803,Clouds,broken clouds,04d
1470398400,2016-08-05 12:00:00 +0000 UTC,2964574,,,,290.93,290.93,290.93,1018,,,63,5,250,,0,,,,,,,56,803,Clouds,broken clouds,04d
1470402000,2016-08-05 13:00:00 +0000 UTC,2964574,,,,290.93,290.93,290.93,1019,,,59,5,250,,0,,,,,,,56,803,Clouds,broken clouds,04d
1470405600,2016-08-05 14:00:00 +0000 UTC,2964574,,,,289.423,289.423,289.423,1028,,,91,4,197,,,,,,,,,20,801,Clouds,few clouds,02d
1470409200,2016-08-05 15:00:00 +0000 UTC,2964574,,,,289.423,289.423,289.423,1028,,,91,4,197,,,,,,,,,20,801,Clouds,few clouds,02d
1470412800,2016-08-05 16:00:00 +0000 UTC,2964574,,,,288.532,288.532,288.532,1029,,,97,3,184,,,,,,,,,92,804,Clouds,overcast clouds,04d
1470416400,2016-08-05 17:00:00 +0000 UTC,2964574,,,,292.04,292.04,292.04,1020,,,55,6,270,,0.005,,,,,,,68,803,Clouds,broken clouds,04d
1470420000,2016-08-05 18:00:00 +0000 UTC,2964574,,,,289.089,289.089,289.089,1029,,,93,2,183,,,,,,,,,68,803,Clouds,broken clouds,04d
1470423600,2016-08-05 19:00:00 +0000 UTC,2964574,,,,289.089,289.089,289.089,1029,,,93,2,183,,,,,,,,,68,803,Clouds,broken clouds,04d
1470427200,2016-08-05 20:00:00 +0000 UTC,2964574,,,,289.236,289.236,289.236,1031,,,92,3,246,,,,,,,,,92,804,Clouds,overcast clouds,04n
1470430800,2016-08-05 21:00:00 +0000 UTC,2964574,,,,289.236,289.236,289.236,1031,,,92,3,246,,,,,,,,,92,804,Clouds,overcast clouds,04n
1470434400,2016-08-05 22:00:00 +0000 UTC,2964574,,,,289.236,289.236,289.236,1031,,,92,3,246,,,,,,,,,92,804,Clouds,overcast clouds,04n
1470438000,2016-08-05 23:00:00 +0000 UTC,2964574,,,,288.71,288.71,288.71,1022,,,72,2,240,,0.025,,,,,,,80,803,Clouds,broken clouds,04n
1470441600,2016-08-06 00:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1023,,,82,3,240,,0.025,,,,,,,80,803,Clouds,broken clouds,04n
1470445200,2016-08-06 01:00:00 +0000 UTC,2964574,,,,287.04,287.04,287.04,1023,,,82,4,240,,0.025,,,,,,,80,803,Clouds,broken clouds,04n
1470448800,2016-08-06 02:00:00 +0000 UTC,2964574,,,,287.04,287.04,287.04,1022,,,82,4,240,,0.01,,,,,,,32,802,Clouds,scattered clouds,03n
1470452400,2016-08-06 03:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1022,,,87,5,240,,0.01,,,,,,,32,802,Clouds,scattered clouds,03n
1470456000,2016-08-06 04:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1022,,,87,5,240,,0.01,,,,,,,32,802,Clouds,scattered clouds,03n
1470459600,2016-08-06 05:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1024,,,87,3,230,,0,,,,,,,24,801,Clouds,few clouds,02d
1470463200,2016-08-06 06:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1024,,,87,2,230,,0,,,,,,,24,801,Clouds,few clouds,02d
1470466800,2016-08-06 07:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1027,,,82,4,220,,0,,,,,,,24,801,Clouds,few clouds,02d
1470470400,2016-08-06 08:00:00 +0000 UTC,2964574,,,,288.457,288.457,288.457,1034,,,97,3,201,,,,,,,,,20,801,Clouds,few clouds,02d
1470474000,2016-08-06 09:00:00 +0000 UTC,2964574,,,,288.71,288.71,288.71,1027,,,77,4,210,,0,,,,,,,20,801,Clouds,few clouds,02d
1470477600,2016-08-06 10:00:00 +0000 UTC,2964574,,,,288.457,288.457,288.457,1034,,,97,3,201,,,,,,,,,20,801,Clouds,few clouds,02d
1470481200,2016-08-06 11:00:00 +0000 UTC,2964574,,,,289.992,289.992,289.992,1033,,,89,6,172,,,,,,,,,12,801,Clouds,few clouds,02d
1470484800,2016-08-06 12:00:00 +0000 UTC,2964574,,,,293.71,293.71,293.71,1023,,,56,4,200,,0,,,,,,,12,801,Clouds,few clouds,02d
1470488400,2016-08-06 13:00:00 +0000 UTC,2964574,,,,289.992,289.992,289.992,1033,,,89,6,172,,,,,,,,,12,801,Clouds,few clouds,02d
1470492000,2016-08-06 14:00:00 +0000 UTC,2964574,,,,295.93,295.93,295.93,1022,,,53,7,210,,0.0049999999999999,,,,,,,68,803,Clouds,broken clouds,04d
1470495600,2016-08-06 15:00:00 +0000 UTC,2964574,,,,290.969,290.969,290.969,1030,,,84,9,178,,,,,,,,,68,803,Clouds,broken clouds,04d
1470499200,2016-08-06 16:00:00 +0000 UTC,2964574,,,,291.319,291.319,291.319,1029,,,82,9,180,,,,,,,,,20,801,Clouds,few clouds,02d
1470502800,2016-08-06 17:00:00 +0000 UTC,2964574,,,,291.787,291.787,291.787,1027,,,79,9,195,,,,,,,,,24,801,Clouds,few clouds,02d
1470506400,2016-08-06 18:00:00 +0000 UTC,2964574,,,,293.71,293.71,293.71,1027,,,77,9,210,,0.01,,,,,,,24,801,Clouds,few clouds,02d
1470510000,2016-08-06 19:00:00 +0000 UTC,2964574,,,,291.787,291.787,291.787,1027,,,79,9,195,,,,,,,,,24,801,Clouds,few clouds,02d
1470513600,2016-08-06 20:00:00 +0000 UTC,2964574,,,,292.076,292.076,292.076,1026,,,78,8,214,,,,,,,,,44,802,Clouds,scattered clouds,03n
1470517200,2016-08-06 21:00:00 +0000 UTC,2964574,,,,293.15,293.15,293.15,1019,,,82,6,210,,0.01,,,,,,,44,802,Clouds,scattered clouds,03n
1470520800,2016-08-06 22:00:00 +0000 UTC,2964574,,,,292.076,292.076,292.076,1026,,,78,8,214,,,,,,,,,44,802,Clouds,scattered clouds,03n
1470524400,2016-08-06 23:00:00 +0000 UTC,2964574,,,,290.175,290.175,290.175,1028,,,86,10,250,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470528000,2016-08-07 00:00:00 +0000 UTC,2964574,,,,290.175,290.175,290.175,1028,,,86,10,250,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470531600,2016-08-07 01:00:00 +0000 UTC,2964574,,,,290.175,290.175,290.175,1028,,,86,10,250,,,,,,,,,0,800,Clear,Sky is Clear,01n
1470535200,2016-08-07 02:00:00 +0000 UTC,2964574,,,,289.025,289.025,289.025,1028,,,93,10,253,,,,,,,,,8,800,Clear,sky is clear,02n
1470538800,2016-08-07 03:00:00 +0000 UTC,2964574,,,,289.025,289.025,289.025,1028,,,93,10,253,,,,,,,,,8,800,Clear,sky is clear,02n
1470542400,2016-08-07 04:00:00 +0000 UTC,2964574,,,,289.025,289.025,289.025,1028,,,93,10,253,,,,,,,,,8,800,Clear,sky is clear,02n
1470546000,2016-08-07 05:00:00 +0000 UTC,2964574,,,,288.703,288.703,288.703,1029,,,95,9,254,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470549600,2016-08-07 06:00:00 +0000 UTC,2964574,,,,288.703,288.703,288.703,1029,,,95,9,254,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470553200,2016-08-07 07:00:00 +0000 UTC,2964574,,,,288.703,288.703,288.703,1029,,,95,9,254,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470556800,2016-08-07 08:00:00 +0000 UTC,2964574,,,,289.721,289.721,289.721,1029,,,89,9,256,,,,,,,,,0,800,Clear,Sky is Clear,01d
1470560400,2016-08-07 09:00:00 +0000 UTC,2964574,,,,289.82,289.82,289.82,1020,,,67,10,240,,0,,,,,,,0,800,Clear,Sky is Clear,01d
1470564000,2016-08-07 10:00:00 +0000 UTC,2964574,,,,288.71,288.71,288.71,1024,,,63,12,250,,0,,,,,,,0,800,Clear,Sky is Clear,01d
1470567600,2016-08-07 11:00:00 +0000 UTC,2964574,,,,290.93,290.93,290.93,1024,,,59,10,240,,0,,,,,,,0,800,Clear,Sky is Clear,01d
1470571200,2016-08-07 12:00:00 +0000 UTC,2964574,,,,291.28,291.28,291.28,1029,,,81,8,251,,,,,,,,,0,800,Clear,Sky is Clear,01d
1470574800,2016-08-07 13:00:00 +0000 UTC,2964574,,,,290.93,290.93,290.93,1019,,,63,10,230,,0,,,,,,,0,800,Clear,Sky is Clear,01d
1470578400,2016-08-07 14:00:00 +0000 UTC,2964574,,,,292.472,292.472,292.472,1027,,,75,8,244,,,,,,,,,0,800,Clear,Sky is Clear,01d
1470582000,2016-08-07 15:00:00 +0000 UTC,2964574,,,,292.472,292.472,292.472,1027,,,75,8,244,,,,,,,,,0,800,Clear,Sky is Clear,01d
1470585600,2016-08-07 16:00:00 +0000 UTC,2964574,,,,293.15,293.15,293.15,1021,,,56,13,240,,0,,,,,,,12,801,Clouds,few clouds,02d
1470589200,2016-08-07 17:00:00 +0000 UTC,2964574,,,,290.03,290.03,290.03,1025,,,88,11,251,,0.175,,,,,,,56,500,Rain,light rain,10d
1470592800,2016-08-07 18:00:00 +0000 UTC,2964574,,,,290.03,290.03,290.03,1025,,,88,11,251,,0.175,,,,,,,56,500,Rain,light rain,10d
1470596400,2016-08-07 19:00:00 +0000 UTC,2964574,,,,290.03,290.03,290.03,1025,,,88,11,251,,0.175,,,,,,,56,500,Rain,light rain,10d
1470600000,2016-08-07 20:00:00 +0000 UTC,2964574,,,,288.137,288.137,288.137,1026,,,98,12,267,,0.41,,,,,,,0,500,Rain,light rain,10n
1470603600,2016-08-07 21:00:00 +0000 UTC,2964574,,,,287.04,287.04,287.04,1019,,,76,14,260,,0.41,,,,,,,0,500,Rain,light rain,10n
1470607200,2016-08-07 22:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1018,,,71,13,260,,0.41,,,,,,,0,500,Rain,light rain,10n
1470610800,2016-08-07 23:00:00 +0000 UTC,2964574,,,,284.82,284.82,284.82,1018,,,76,14,250,,0.005,,,,,,,32,802,Clouds,scattered clouds,03n
1470614400,2016-08-08 00:00:00 +0000 UTC,2964574,,,,284.82,284.82,284.82,1022,,,76,14,250,,0.005,,,,,,,32,802,Clouds,scattered clouds,03n
1470618000,2016-08-08 01:00:00 +0000 UTC,2964574,,,,287.665,287.665,287.665,1027,,,100,12,277,,,,,,,,,32,802,Clouds,scattered clouds,03n
1470621600,2016-08-08 02:00:00 +0000 UTC,2964574,,,,287.532,287.532,287.532,1028,,,100,11,285,,,,,,,,,68,803,Clouds,broken clouds,04n
1470625200,2016-08-08 03:00:00 +0000 UTC,2964574,,,,287.532,287.532,287.532,1028,,,100,11,285,,,,,,,,,68,803,Clouds,broken clouds,04n
1470628800,2016-08-08 04:00:00 +0000 UTC,2964574,,,,287.532,287.532,287.532,1028,,,100,11,285,,,,,,,,,68,803,Clouds,broken clouds,04n
1470632400,2016-08-08 05:00:00 +0000 UTC,2964574,,,,283.71,283.71,283.71,1020,,,81,6,250,,0.005,,,,,,,68,803,Clouds,broken clouds,04d
1470636000,2016-08-08 06:00:00 +0000 UTC,2964574,,,,283.71,283.71,283.71,1021,,,87,8,260,,0.005,,,,,,,68,803,Clouds,broken clouds,04d
1470639600,2016-08-08 07:00:00 +0000 UTC,2964574,,,,283.71,283.71,283.71,1021,,,87,8,260,,0.005,,,,,,,68,803,Clouds,broken clouds,04d
1470643200,2016-08-08 08:00:00 +0000 UTC,2964574,,,,285.93,285.93,285.93,1021,,,76,9,260,,0.305,,,,,,,88,500,Rain,light rain,10d
1470646800,2016-08-08 09:00:00 +0000 UTC,2964574,,,,287.04,287.04,287.04,1022,,,71,9,280,,0.305,,,,,,,88,500,Rain,light rain,10d
1470650400,2016-08-08 10:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1022,,,67,9,280,,0.305,,,,,,,88,500,Rain,light rain,10d
1470654000,2016-08-08 11:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1022,,,62,9,280,,0.785,,,,,,,88,500,Rain,light rain,10d
1470657600,2016-08-08 12:00:00 +0000 UTC,2964574,,,,288.71,288.71,288.71,1023,,,59,6,260,,0.785,,,,,,,88,500,Rain,light rain,10d
1470661200,2016-08-08 13:00:00 +0000 UTC,2964574,,,,287.146,287.146,287.146,1032,,,100,7,301,,0.785,,,,,,,88,500,Rain,light rain,10d
1470664800,2016-08-08 14:00:00 +0000 UTC,2964574,,,,287.952,287.952,287.952,1032,,,100,7,301,,0.125,,,,,,,36,500,Rain,light rain,10d
1470668400,2016-08-08 15:00:00 +0000 UTC,2964574,,,,287.952,287.952,287.952,1032,,,100,7,301,,0.125,,,,,,,36,500,Rain,light rain,10d
1470672000,2016-08-08 16:00:00 +0000 UTC,2964574,,,,289.266,289.266,289.266,1032,,,90,6,299,,,,,,,,,68,803,Clouds,broken clouds,04d
1470675600,2016-08-08 17:00:00 +0000 UTC,2964574,,,,289.328,289.328,289.328,1033,,,90,6,305,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470679200,2016-08-08 18:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1024,,,58,7,300,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470682800,2016-08-08 19:00:00 +0000 UTC,2964574,,,,288.15,288.15,288.15,1025,,,58,7,300,,,,,,,,,32,802,Clouds,scattered clouds,03d
1470686400,2016-08-08 20:00:00 +0000 UTC,2964574,,,,288.466,288.466,288.466,1034,,,94,7,307,,,,,,,,,48,802,Clouds,scattered clouds,03n
1470690000,2016-08-08 21:00:00 +0000 UTC,2964574,,,,284.82,284.82,284.82,1026,,,71,5,280,,,,,,,,,48,802,Clouds,scattered clouds,03n
1470693600,2016-08-08 22:00:00 +0000 UTC,2964574,,,,284.82,284.82,284.82,1027,,,76,5,270,,,,,,,,,48,802,Clouds,scattered clouds,03n
1470697200,2016-08-08 23:00:00 +0000 UTC,2964574,,,,283.71,283.71,283.71,1027,,,81,6,290,,,,,,,,,24,801,Clouds,few clouds,02n
1470700800,2016-08-09 00:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1027,,,87,6,290,,,,,,,,,24,801,Clouds,few clouds,02n
1470704400,2016-08-09 01:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1028,,,87,6,270,,,,,,,,,24,801,Clouds,few clouds,02n
1470708000,2016-08-09 02:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1028,,,87,7,270,,,,,,,,,56,803,Clouds,broken clouds,04n
1470711600,2016-08-09 03:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1028,,,87,7,270,,,,,,,,,56,803,Clouds,broken clouds,04n
1470715200,2016-08-09 04:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1028,,,87,6,270,,,,,,,,,56,803,Clouds,broken clouds,04n
1470718800,2016-08-09 05:00:00 +0000 UTC,2964574,,,,285.919,285.919,285.919,1036,,,100,7,301,,,,,,,,,56,803,Clouds,broken clouds,04d
1470722400,2016-08-09 06:00:00 +0000 UTC,2964574,,,,282.04,282.04,282.04,1028,,,93,6,260,,,,,,,,,56,803,Clouds,broken clouds,04d
1470726000,2016-08-09 07:00:00 +0000 UTC,2964574,,,,283.15,283.15,283.15,1028,,,87,7,260,,,,,,,,,56,803,Clouds,broken clouds,04d
1470729600,2016-08-09 08:00:00 +0000 UTC,2964574,,,,287.254,287.254,287.254,1036,,,100,7,312,,,,,,,,,64,803,Clouds,broken clouds,04d
1470733200,2016-08-09 09:00:00 +0000 UTC,2964574,,,,287.254,287.254,287.254,1036,,,100,7,312,,,,,,,,,64,803,Clouds,broken clouds,04d
1470736800,2016-08-09 10:00:00 +0000 UTC,2964574,,,,287.254,287.254,287.254,1036,,,100,7,312,,,,,,,,,64,803,Clouds,broken clouds,04d
1470740400,2016-08-09 11:00:00 +0000 UTC,2964574,,,,288.79,288.79,288.79,1036,,,93,6,310,,,,,,,,,44,802,Clouds,scattered clouds,03d
1470744000,2016-08-09 12:00:00 +0000 UTC,2964574,,,,288.79,288.79,288.79,1036,,,93,6,310,,,,,,,,,44,802,Clouds,scattered clouds,03d
1470747600,2016-08-09 13:00:00 +0000 UTC,2964574,,,,288.79,288.79,288.79,1036,,,93,6,310,,,,,,,,,44,802,Clouds,scattered clouds,03d
1470751200,2016-08-09 14:00:00 +0000 UTC,2964574,,,,289.351,289.351,289.351,1035,,,90,7,307,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470754800,2016-08-09 15:00:00 +0000 UTC,2964574,,,,289.351,289.351,289.351,1035,,,90,7,307,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470758400,2016-08-09 16:00:00 +0000 UTC,2964574,,,,289.351,289.351,289.351,1035,,,90,7,307,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470762000,2016-08-09 17:00:00 +0000 UTC,2964574,,,,289.138,289.138,289.138,1035,,,90,8,309,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470765600,2016-08-09 18:00:00 +0000 UTC,2964574,,,,289.138,289.138,289.138,1035,,,90,8,309,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470769200,2016-08-09 19:00:00 +0000 UTC,2964574,,,,289.138,289.138,289.138,1035,,,90,8,309,,,,,,,,,48,802,Clouds,scattered clouds,03d
1470772800,2016-08-09 20:00:00 +0000 UTC,2964574,,,,287.875,287.875,287.875,1035,,,98,8,311,,,,,,,,,56,803,Clouds,broken clouds,04n
1470776400,2016-08-09 21:00:00 +0000 UTC,2964574,,,,287.875,287.875,287.875,1035,,,98,8,311,,,,,,,,,56,803,Clouds,broken clouds,04n
1470780000,2016-08-09 22:00:00 +0000 UTC,2964574,,,,287.875,287.875,287.875,1035,,,98,8,311,,,,,,,,,56,803,Clouds,broken clouds,04n
1470783600,2016-08-09 23:00:00 +0000 UTC,2964574,,,,286.999,286.999,286.999,1035,,,100,8,308,,,,,,,,,68,803,Clouds,broken clouds,04n
1470787200,2016-08-10 00:00:00 +0000 UTC,2964574,,,,286.999,286.999,286.999,1035,,,100,8,308,,,,,,,,,68,803,Clouds,broken clouds,04n
1470790800,2016-08-10 01:00:00 +0000 UTC,2964574,,,,286.999,286.999,286.999,1035,,,100,8,308,,,,,,,,,68,803,Clouds,broken clouds,04n
1470794400,2016-08-10 02:00:00 +0000 UTC,2964574,,,,286.531,286.531,286.531,1034,,,100,7,304,,,,,,,,,88,804,Clouds,overcast clouds,04n
1470798000,2016-08-10 03:00:00 +0000 UTC,2964574,,,,286.531,286.531,286.531,1034,,,100,7,304,,,,,,,,,88,804,Clouds,overcast clouds,04n
1470801600,2016-08-10 04:00:00 +0000 UTC,2964574,,,,286.531,286.531,286.531,1034,,,100,7,304,,,,,,,,,88,804,Clouds,overcast clouds,04n
1470805200,2016-08-10 05:00:00 +0000 UTC,2964574,,,,285.895,285.895,285.895,1034,,,100,5,293,,0.26,,,,,,,92,500,Rain,light rain,10d
1470808800,2016-08-10 06:00:00 +0000 UTC,2964574,,,,285.896,285.896,285.896,1034,,,100,6,268,,0.644,,,,,,,92,500,Rain,light rain,10d
1470812400,2016-08-10 07:00:00 +0000 UTC,2964574,,,,285.896,285.896,285.896,1034,,,100,6,268,,0.644,,,,,,,92,500,Rain,light rain,10d
1470816000,2016-08-10 08:00:00 +0000 UTC,2964574,,,,287.51,287.51,287.51,1034,,,100,7,307,,0.33,,,,,,,92,500,Rain,light rain,10d
1470819600,2016-08-10 09:00:00 +0000 UTC,2964574,,,,287.51,287.51,287.51,1034,,,100,7,307,,0.33,,,,,,,92,500,Rain,light rain,10d
1470823200,2016-08-10 10:00:00 +0000 UTC,2964574,,,,287.51,287.51,287.51,1034,,,100,7,307,,0.33,,,,,,,92,500,Rain,light rain,10d
1470826800,2016-08-10 11:00:00 +0000 UTC,2964574,,,,288.18,288.18,288.18,1034,,,96,6,303,,,,,,,,,88,804,Clouds,overcast clouds,04d
1470830400,2016-08-10 12:00:00 +0000 UTC,2964574,,,,288.18,288.18,288.18,1034,,,96,6,303,,,,,,,,,88,804,Clouds,overcast clouds,04d
1470834000,2016-08-10 13:00:00 +0000 UTC,2964574,,,,288.18,288.18,288.18,1034,,,96,6,303,,,,,,,,,88,804,Clouds,overcast clouds,04d
1470837600,2016-08-10 14:00:00 +0000 UTC,2964574,,,,287.685,287.685,287.685,1034,,,99,8,303,,0.38,,,,,,,92,500,Rain,light rain,10d
1470841200,2016-08-10 15:00:00 +0000 UTC,2964574,,,,287.685,287.685,287.685,1034,,,99,8,303,,0.38,,,,,,,92,500,Rain,light rain,10d
1470844800,2016-08-10 16:00:00 +0000 UTC,2964574,,,,287.685,287.685,287.685,1034,,,99,8,303,,0.38,,,,,,,92,500,Rain,light rain,10d
1470848400,2016-08-10 17:00:00 +0000 UTC,2964574,,,,287.843,287.843,287.843,1034,,,98,8,298,,,,,,,,,68,803,Clouds,broken clouds,04d
1470852000,2016-08-10 18:00:00 +0000 UTC,2964574,,,,287.843,287.843,287.843,1034,,,98,8,298,,,,,,,,,68,803,Clouds,broken clouds,04d
1470855600,2016-08-10 19:00:00 +0000 UTC,2964574,,,,287.843,287.843,287.843,1034,,,98,8,298,,,,,,,,,68,803,Clouds,broken clouds,04d
