stop_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2570,77A,77X,65B,,,,,,,,,,,,,,,,,,,,
2571,54A,77A,,,,,,,,,,,,,,,,,,,,,
2573,77A,65,65B,,,,,,,,,,,,,,,,,,,,
2574,65B,65,77A,,,,,,,,,,,,,,,,,,,,
2575,77A,65B,,,,,,,,,,,,,,,,,,,,,
2576,65,,,,,,,,,,,,,,,,,,,,,,
2577,65,,,,,,,,,,,,,,,,,,,,,,
2578,65,,,,,,,,,,,,,,,,,,,,,,
2579,65,,,,,,,,,,,,,,,,,,,,,,
2583,65,,,,,,,,,,,,,,,,,,,,,,
2584,65,,,,,,,,,,,,,,,,,,,,,,
2585,65,,,,,,,,,,,,,,,,,,,,,,
2586,65,,,,,,,,,,,,,,,,,,,,,,
2587,65,,,,,,,,,,,,,,,,,,,,,,
2588,65,,,,,,,,,,,,,,,,,,,,,,
2589,65,,,,,,,,,,,,,,,,,,,,,,
2590,65,65B,77A,77X,,,,,,,,,,,,,,,,,,,
2591,77X,77A,65B,65,,,,,,,,,,,,,,,,,,,
2592,65,65B,77A,77X,,,,,,,,,,,,,,,,,,,
2594,65,54A,,,,,,,,,,,,,,,,,,,,,
2595,54A,65,,,,,,,,,,,,,,,,,,,,,
2596,65,54A,77A,,,,,,,,,,,,,,,,,,,,
2597,54A,65,,,,,,,,,,,,,,,,,,,,,
2599,65,54A,,,,,,,,,,,,,,,,,,,,,
2600,65,65B,,,,,,,,,,,,,,,,,,,,,
2601,27,,,,,,,,,,,,,,,,,,,,,,
2602,77A,,,,,,,,,,,,,,,,,,,,,,
2603,27,,,,,,,,,,,,,,,,,,,,,,
2604,77A,75,,,,,,,,,,,,,,,,,,,,,
2605,75,77A,,,,,,,,,,,,,,,,,,,,,
2606,77A,77X,,,,,,,,,,,,,,,,,,,,,
2607,77X,77A,,,,,,,,,,,,,,,,,,,,,
2608,77A,77X,,,,,,,,,,,,,,,,,,,,,
2609,77X,77A,,,,,,,,,,,,,,,,,,,,,
2610,77A,77X,,,,,,,,,,,,,,,,,,,,,
2611,77A,,,,,,,,,,,,,,,,,,,,,,
2613,77A,,,,,,,,,,,,,,,,,,,,,,
2614,77A,,,,,,,,,,,,,,,,,,,,,,
2615,77A,,,,,,,,,,,,,,,,,,,,,,
2616,77A,75,,,,,,,,,,,,,,,,,,,,,
2617,75,77A,,,,,,,,,,,,,,,,,,,,,
2618,76A,76,,,,,,,,,,,,,,,,,,,,,
2619,76,76A,,,,,,,,,,,,,,,,,,,,,
2620,76A,76,,,,,,,,,,,,,,,,,,,,,
2621,27,56A,,,,,,,,,,,,,,,,,,,,,
2622,56A,27,,,,,,,,,,,,,,,,,,,,,
2623,27,,,,,,,,,,,,,,,,,,,,,,
2624,27,,,,,,,,,,,,,,,,,,,,,,
2626,27,,,,,,,,,,,,,,,,,,,,,,
2628,27,,,,,,,,,,,,,,,,,,,,,,
2629,27,,,,,,,,,,,,,,,,,,,,,,
2631,27,56A,,,,,,,,,,,,,,,,,,,,,
2632,27,,,,,,,,,,,,,,,,,,,,,,
2633,27,,,,,,,,,,,,,,,,,,,,,,
2634,54A,49,,,,,,,,,,,,,,,,,,,,,
2635,49,54A,,,,,,,,,,,,,,,,,,,,,
2636,54A,49,,,,,,,,,,,,,,,,,,,,,
2637,51D,79,79A,69X,66X,67X,25A,25X,25B,25D,,,,,,,,,,,,,
2638,79A,79,51D,,,,,,,,,,,,,,,,,,,,
2640,79,69,,,,,,,,,,,,,,,,,,,,,
2641,69,79,,,,,,,,,,,,,,,,,,,,,
2642,69,40,51X,,,,,,,,,,,,,,,,,,,,
2643,40,79,,,,,,,,,,,,,,,,,,,,,
2644,79,79A,40,,,,,,,,,,,,,,,,,,,,
2645,79A,79,,,,,,,,,,,,,,,,,,,,,
2646,79,79A,,,,,,,,,,,,,,,,,,,,,
2647,79A,79,,,,,,,,,,,,,,,,,,,,,
2648,79,79A,,,,,,,,,,,,,,,,,,,,,
2649,79A,79,,,,,,,,,,,,,,,,,,,,,
2650,79,79A,,,,,,,,,,,,,,,,,,,,,
2652,79A,79,18,,,,,,,,,,,,,,,,,,,,
2653,18,79,79A,,,,,,,,,,,,,,,,,,,,
2654,79A,79,18,,,,,,,,,,,,,,,,,,,,
2655,18,79,76,76A,79A,40,,,,,,,,,,,,,,,,,
2656,40,79A,76A,76,79,18,,,,,,,,,,,,,,,,,
2657,79,79A,,,,,,,,,,,,,,,,,,,,,
2658,79A,79,,,,,,,,,,,,,,,,,,,,,
2659,79,79A,,,,,,,,,,,,,,,,,,,,,
2660,79A,79,,,,,,,,,,,,,,,,,,,,,
2661,79,79A,,,,,,,,,,,,,,,,,,,,,
2662,79A,79,,,,,,,,,,,,,,,,,,,,,
2663,79,79A,,,,,,,,,,,,,,,,,,,,,
2664,79A,79,,,,,,,,,,,,,,,,,,,,,
2665,79,79A,,,,,,,,,,,,,,,,,,,,,
2666,79A,79,,,,,,,,,,,,,,,,,,,,,
2667,79,79A,,,,,,,,,,,,,,,,,,,,,
2668,76,76A,40,18,,,,,,,,,,,,,,,,,,,
2669,27,,,,,,,,,,,,,,,,,,,,,,
2670,79,,,,,,,,,,,,,,,,,,,,,,
2672,76A,76,40,18,,,,,,,,,,,,,,,,,,,
2673,18,40,76,76A,,,,,,,,,,,,,,,,,,,
2674,40,,,,,,,,,,,,,,,,,,,,,,
2675,40,76A,76,,,,,,,,,,,,,,,,,,,,
2676,40,,,,,,,,,,,,,,,,,,,,,,
2678,40,51D,239,,,,,,,,,,,,,,,,,,,,
2679,51D,40,,,,,,,,,,,,,,,,,,,,,
2680,40,51D,,,,,,,,,,,,,,,,,,,,,
2681,51D,40,239,,,,,,,,,,,,,,,,,,,,
2682,239,40,,,,,,,,,,,,,,,,,,,,,
2685,40,76,76A,,,,,,,,,,,,,,,,,,,,
2686,76A,76,40,,,,,,,,,,,,,,,,,,,,
2687,40,76,76A,18,,,,,,,,,,,,,,,,,,,
2688,18,76A,76,40,,,,,,,,,,,,,,,,,,,
2689,40,76,76A,18,,,,,,,,,,,,,,,,,,,
2696,18,76A,76,79,79A,40,,,,,,,,,,,,,,,,,
2697,40,79A,79,76,76A,18,,,,,,,,,,,,,,,,,
2700,18,79,79A,,,,,,,,,,,,,,,,,,,,
2701,79A,79,18,,,,,,,,,,,,,,,,,,,,
2702,18,79,79A,,,,,,,,,,,,,,,,,,,,
2703,79A,79,,,,,,,,,,,,,,,,,,,,,
2704,79,79A,,,,,,,,,,,,,,,,,,,,,
2706,79A,79,,,,,,,,,,,,,,,,,,,,,
2708,79,79A,,,,,,,,,,,,,,,,,,,,,
2709,40,,,,,,,,,,,,,,,,,,,,,,
2710,40,,,,,,,,,,,,,,,,,,,,,,
2711,40,,,,,,,,,,,,,,,,,,,,,,
2712,40,,,,,,,,,,,,,,,,,,,,,,
2713,40,,,,,,,,,,,,,,,,,,,,,,
2714,40,,,,,,,,,,,,,,,,,,,,,,
2715,40,,,,,,,,,,,,,,,,,,,,,,
2716,40,,,,,,,,,,,,,,,,,,,,,,
2717,53,,,,,,,,,,,,,,,,,,,,,,
2718,40,79A,79,,,,,,,,,,,,,,,,,,,,
2719,79,40,,,,,,,,,,,,,,,,,,,,,
2720,53,,,,,,,,,,,,,,,,,,,,,,
2721,25A,67X,66X,25D,25X,25B,79A,51D,,,,,,,,,,,,,,,
2722,51D,79A,79,69,25B,25X,25D,66X,67X,25A,,,,,,,,,,,,,
2725,56A,,,,,,,,,,,,,,,,,,,,,,
2726,56A,18,151,,,,,,,,,,,,,,,,,,,,
2727,151,18,56A,,,,,,,,,,,,,,,,,,,,
2728,56A,,,,,,,,,,,,,,,,,,,,,,
2729,56A,,,,,,,,,,,,,,,,,,,,,,
2730,56A,,,,,,,,,,,,,,,,,,,,,,
2733,56A,,,,,,,,,,,,,,,,,,,,,,
2734,56A,,,,,,,,,,,,,,,,,,,,,,
2735,56A,,,,,,,,,,,,,,,,,,,,,,
2736,56A,,,,,,,,,,,,,,,,,,,,,,
2737,56A,,,,,,,,,,,,,,,,,,,,,,
2738,56A,,,,,,,,,,,,,,,,,,,,,,
2739,56A,,,,,,,,,,,,,,,,,,,,,,
2740,56A,,,,,,,,,,,,,,,,,,,,,,
2741,56A,,,,,,,,,,,,,,,,,,,,,,
2742,56A,,,,,,,,,,,,,,,,,,,,,,
2743,56A,,,,,,,,,,,,,,,,,,,,,,
2745,56A,,,,,,,,,,,,,,,,,,,,,,
2746,56A,,,,,,,,,,,,,,,,,,,,,,
2747,56A,,,,,,,,,,,,,,,,,,,,,,
2748,56A,,,,,,,,,,,,,,,,,,,,,,
2750,56A,,,,,,,,,,,,,,,,,,,,,,
2751,56A,,,,,,,,,,,,,,,,,,,,,,
2752,56A,,,,,,,,,,,,,,,,,,,,,,
2753,56A,,,,,,,,,,,,,,,,,,,,,,
2754,56A,,,,,,,,,,,,,,,,,,,,,,
2755,56A,,,,,,,,,,,,,,,,,,,,,,
2756,56A,,,,,,,,,,,,,,,,,,,,,,
2762,76A,76,,,,,,,,,,,,,,,,,,,,,
2763,76,76A,,,,,,,,,,,,,,,,,,,,,
2764,56A,,,,,,,,,,,,,,,,,,,,,,
2765,56A,,,,,,,,,,,,,,,,,,,,,,
2766,56A,,,,,,,,,,,,,,,,,,,,,,
2767,56A,,,,,,,,,,,,,,,,,,,,,,
2768,56A,,,,,,,,,,,,,,,,,,,,,,
2769,56A,,,,,,,,,,,,,,,,,,,,,,
2770,56A,,,,,,,,,,,,,,,,,,,,,,
2771,56A,,,,,,,,,,,,,,,,,,,,,,
2772,56A,,,,,,,,,,,,,,,,,,,,,,
2773,56A,,,,,,,,,,,,,,,,,,,,,,
2774,56A,,,,,,,,,,,,,,,,,,,,,,
2775,56A,,,,,,,,,,,,,,,,,,,,,,
2777,56A,,,,,,,,,,,,,,,,,,,,,,
2778,56A,18,151,,,,,,,,,,,,,,,,,,,,
2780,18,,,,,,,,,,,,,,,,,,,,,,
2781,18,,,,,,,,,,,,,,,,,,,,,,
2782,18,,,,,,,,,,,,,,,,,,,,,,
2783,18,,,,,,,,,,,,,,,,,,,,,,
2784,18,,,,,,,,,,,,,,,,,,,,,,
2785,18,,,,,,,,,,,,,,,,,,,,,,
2786,18,,,,,,,,,,,,,,,,,,,,,,
2787,18,,,,,,,,,,,,,,,,,,,,,,
2788,18,,,,,,,,,,,,,,,,,,,,,,
2789,18,,,,,,,,,,,,,,,,,,,,,,
2790,18,,,,,,,,,,,,,,,,,,,,,,
2791,18,,,,,,,,,,,,,,,,,,,,,,
2793,18,,,,,,,,,,,,,,,,,,,,,,
2794,18,,,,,,,,,,,,,,,,,,,,,,
2795,46A,116,145,7D,7B,41X,,,,,,,,,,,,,,,,,
2796,18,,,,,,,,,,,,,,,,,,,,,,
2797,18,,,,,,,,,,,,,,,,,,,,,,
2798,18,,,,,,,,,,,,,,,,,,,,,,
2799,18,,,,,,,,,,,,,,,,,,,,,,
2800,18,,,,,,,,,,,,,,,,,,,,,,
2801,18,,,,,,,,,,,,,,,,,,,,,,
2804,47,1,,,,,,,,,,,,,,,,,,,,,
2806,18,,,,,,,,,,,,,,,,,,,,,,
2807,18,,,,,,,,,,,,,,,,,,,,,,
2808,18,,,,,,,,,,,,,,,,,,,,,,
2809,25X,27X,33X,51X,32X,61,67X,66X,120,142,51D,41X,44,77X,757,39X,,,,,,,
2810,39X,77X,44,41X,51D,142,66X,66A,67X,67,66B,61,32X,51X,66,33X,25X,26,,,,,
2811,61,51D,44,757,,,,,,,,,,,,,,,,,,,
2812,44,61,,,,,,,,,,,,,,,,,,,,,
2813,61,44,,,,,,,,,,,,,,,,,,,,,
2814,44,61,,,,,,,,,,,,,,,,,,,,,
2815,61,44,,,,,,,,,,,,,,,,,,,,,
2816,44,61,,,,,,,,,,,,,,,,,,,,,
2817,61,44,,,,,,,,,,,,,,,,,,,,,
2818,44,142,61,,,,,,,,,,,,,,,,,,,,
2819,61,142,44,,,,,,,,,,,,,,,,,,,,
2820,44,61,17,,,,,,,,,,,,,,,,,,,,
2822,17,61,44,,,,,,,,,,,,,,,,,,,,
2823,44,61,17,,,,,,,,,,,,,,,,,,,,
2824,44,,,,,,,,,,,,,,,,,,,,,,
2825,44,161,44B,,,,,,,,,,,,,,,,,,,,
2826,44B,14,44,14C,,,,,,,,,,,,,,,,,,,
2827,44,44B,,,,,,,,,,,,,,,,,,,,,
2828,44B,44,,,,,,,,,,,,,,,,,,,,,
2829,44,44B,116,,,,,,,,,,,,,,,,,,,,
2830,116,44B,44,,,,,,,,,,,,,,,,,,,,
2831,44,44B,116,,,,,,,,,,,,,,,,,,,,
2832,116,44B,44,,,,,,,,,,,,,,,,,,,,
2833,44,114,44B,,,,,,,,,,,,,,,,,,,,
2835,44,,,,,,,,,,,,,,,,,,,,,,
2836,44,44B,,,,,,,,,,,,,,,,,,,,,
2837,44B,116,44,,,,,,,,,,,,,,,,,,,,
2838,44,116,44B,,,,,,,,,,,,,,,,,,,,
2839,44B,116,44,,,,,,,,,,,,,,,,,,,,
2840,44,116,44B,,,,,,,,,,,,,,,,,,,,
2841,44B,44,,,,,,,,,,,,,,,,,,,,,
2842,75,14C,14,,,,,,,,,,,,,,,,,,,,
2843,14,14C,75,,,,,,,,,,,,,,,,,,,,
2844,75,14C,14,,,,,,,,,,,,,,,,,,,,
2845,14,116,14C,75,,,,,,,,,,,,,,,,,,,
2846,75,14C,116,14,,,,,,,,,,,,,,,,,,,
2847,14,116,14C,75,,,,,,,,,,,,,,,,,,,
2848,75,14C,116,14,,,,,,,,,,,,,,,,,,,
2849,14,116,14C,75,,,,,,,,,,,,,,,,,,,
2850,75,14C,116,14,,,,,,,,,,,,,,,,,,,
2851,14,116,14C,75,,,,,,,,,,,,,,,,,,,
2852,75,14C,116,14,,,,,,,,,,,,,,,,,,,
2853,14,116,75,,,,,,,,,,,,,,,,,,,,
2854,75,116,14,,,,,,,,,,,,,,,,,,,,
2855,14,116,75,,,,,,,,,,,,,,,,,,,,
2856,75,116,14,,,,,,,,,,,,,,,,,,,,
2857,14,116,75,,,,,,,,,,,,,,,,,,,,
2858,75,116,14,,,,,,,,,,,,,,,,,,,,
2859,14,116,75,,,,,,,,,,,,,,,,,,,,
2860,75,116,14,,,,,,,,,,,,,,,,,,,,
2861,14,116,75,,,,,,,,,,,,,,,,,,,,
2862,75,14,,,,,,,,,,,,,,,,,,,,,
2863,14,75,,,,,,,,,,,,,,,,,,,,,
2864,75,14,,,,,,,,,,,,,,,,,,,,,
2865,14,44B,44,,,,,,,,,,,,,,,,,,,,
2866,44,44B,14,,,,,,,,,,,,,,,,,,,,
2867,61,161,17,,,,,,,,,,,,,,,,,,,,
2868,17,161,61,,,,,,,,,,,,,,,,,,,,
2872,75,,,,,,,,,,,,,,,,,,,,,,
2873,75,,,,,,,,,,,,,,,,,,,,,,
2874,75,,,,,,,,,,,,,,,,,,,,,,
2877,75,,,,,,,,,,,,,,,,,,,,,,
2878,75,,,,,,,,,,,,,,,,,,,,,,
2879,75,,,,,,,,,,,,,,,,,,,,,,
2880,75,,,,,,,,,,,,,,,,,,,,,,
2882,75,,,,,,,,,,,,,,,,,,,,,,
2883,75,,,,,,,,,,,,,,,,,,,,,,
2885,75,,,,,,,,,,,,,,,,,,,,,,
2886,75,,,,,,,,,,,,,,,,,,,,,,
2887,75,,,,,,,,,,,,,,,,,,,,,,
2892,44,61,17,,,,,,,,,,,,,,,,,,,,
2893,17,61,44,,,,,,,,,,,,,,,,,,,,
2894,44,61,17,,,,,,,,,,,,,,,,,,,,
2895,17,61,44,,,,,,,,,,,,,,,,,,,,
2896,44,142,61,,,,,,,,,,,,,,,,,,,,
2897,61,142,44,,,,,,,,,,,,,,,,,,,,
2898,44,61,,,,,,,,,,,,,,,,,,,,,
2899,61,44,,,,,,,,,,,,,,,,,,,,,
2900,44,61,,,,,,,,,,,,,,,,,,,,,
2901,61,44,,,,,,,,,,,,,,,,,,,,,
2902,44,61,,,,,,,,,,,,,,,,,,,,,
2903,61,44,,,,,,,,,,,,,,,,,,,,,
2905,757,,,,,,,,,,,,,,,,,,,,,,
2906,79,,,,,,,,,,,,,,,,,,,,,,
2907,79,,,,,,,,,,,,,,,,,,,,,,
2908,79,,,,,,,,,,,,,,,,,,,,,,
2909,79,79A,,,,,,,,,,,,,,,,,,,,,
2910,79,,,,,,,,,,,,,,,,,,,,,,
2911,79,,,,,,,,,,,,,,,,,,,,,,
2912,79,79A,69,,,,,,,,,,,,,,,,,,,,
2914,14,15D,15B,,,,,,,,,,,,,,,,,,,,
2915,15B,15D,,,,,,,,,,,,,,,,,,,,,
2916,15D,15B,,,,,,,,,,,,,,,,,,,,,
2917,15B,15D,,,,,,,,,,,,,,,,,,,,,
2918,15D,15B,,,,,,,,,,,,,,,,,,,,,
2919,61,,,,,,,,,,,,,,,,,,,,,,
2920,61,,,,,,,,,,,,,,,,,,,,,,
2921,61,,,,,,,,,,,,,,,,,,,,,,
2922,61,,,,,,,,,,,,,,,,,,,,,,
2923,61,,,,,,,,,,,,,,,,,,,,,,
2924,61,15B,15D,,,,,,,,,,,,,,,,,,,,
2925,15D,15B,61,,,,,,,,,,,,,,,,,,,,
2927,61,161,,,,,,,,,,,,,,,,,,,,,
2929,161,61,,,,,,,,,,,,,,,,,,,,,
2930,61,161,,,,,,,,,,,,,,,,,,,,,
2933,161,61,,,,,,,,,,,,,,,,,,,,,
2934,61,161,,,,,,,,,,,,,,,,,,,,,
2935,161,61,,,,,,,,,,,,,,,,,,,,,
2936,61,161,,,,,,,,,,,,,,,,,,,,,
2937,161,61,,,,,,,,,,,,,,,,,,,,,
2938,61,161,,,,,,,,,,,,,,,,,,,,,
2940,161,61,,,,,,,,,,,,,,,,,,,,,
2941,61,15B,15D,,,,,,,,,,,,,,,,,,,,
2942,15D,15B,61,,,,,,,,,,,,,,,,,,,,
2943,61,,,,,,,,,,,,,,,,,,,,,,
2944,61,,,,,,,,,,,,,,,,,,,,,,
2945,61,,,,,,,,,,,,,,,,,,,,,,
2946,61,,,,,,,,,,,,,,,,,,,,,,
2947,61,,,,,,,,,,,,,,,,,,,,,,
2948,61,15D,161,,,,,,,,,,,,,,,,,,,,
2949,161,15D,61,,,,,,,,,,,,,,,,,,,,
2950,61,15D,161,,,,,,,,,,,,,,,,,,,,
2954,161,15D,61,116,,,,,,,,,,,,,,,,,,,
2955,116,61,15D,,,,,,,,,,,,,,,,,,,,
2956,15D,161,61,116,,,,,,,,,,,,,,,,,,,
2957,40,,,,,,,,,,,,,,,,,,,,,,
2958,40,,,,,,,,,,,,,,,,,,,,,,
2959,37,,,,,,,,,,,,,,,,,,,,,,
2960,238,220,76A,236,,,,,,,,,,,,,,,,,,,
2961,38,,,,,,,,,,,,,,,,,,,,,,
2962,145,,,,,,,,,,,,,,,,,,,,,,
2963,145,,,,,,,,,,,,,,,,,,,,,,
2964,145,,,,,,,,,,,,,,,,,,,,,,
2965,116,161,15D,61,,,,,,,,,,,,,,,,,,,
2966,16,,,,,,,,,,,,,,,,,,,,,,
2967,16,161,116,,,,,,,,,,,,,,,,,,,,
2968,116,16,161,,,,,,,,,,,,,,,,,,,,
2969,161,16,116,,,,,,,,,,,,,,,,,,,,
2970,116,16,161,,,,,,,,,,,,,,,,,,,,
2971,16,,,,,,,,,,,,,,,,,,,,,,
2975,16,,,,,,,,,,,,,,,,,,,,,,
2976,16,16C,,,,,,,,,,,,,,,,,,,,,
2977,16C,16,,,,,,,,,,,,,,,,,,,,,
2978,16,16C,116,,,,,,,,,,,,,,,,,,,,
2979,116,16C,161,16,,,,,,,,,,,,,,,,,,,
2980,16,161,16C,116,,,,,,,,,,,,,,,,,,,
2981,116,16C,161,16,,,,,,,,,,,,,,,,,,,
2983,161,15D,61,,,,,,,,,,,,,,,,,,,,
2984,61,15D,161,,,,,,,,,,,,,,,,,,,,
2985,15D,15B,,,,,,,,,,,,,,,,,,,,,
2986,15B,15D,,,,,,,,,,,,,,,,,,,,,
2988,15D,15B,,,,,,,,,,,,,,,,,,,,,
2989,14,,,,,,,,,,,,,,,,,,,,,,
2990,14,,,,,,,,,,,,,,,,,,,,,,
2991,16C,16,,,,,,,,,,,,,,,,,,,,,
2992,16,16C,,,,,,,,,,,,,,,,,,,,,
2993,145,,,,,,,,,,,,,,,,,,,,,,
2994,145,,,,,,,,,,,,,,,,,,,,,,
2995,84A,84,,,,,,,,,,,,,,,,,,,,,
2996,145,,,,,,,,,,,,,,,,,,,,,,
2997,145,45A,,,,,,,,,,,,,,,,,,,,,
2998,14,14C,,,,,,,,,,,,,,,,,,,,,
2999,14C,14,,,,,,,,,,,,,,,,,,,,,
3000,14,14C,,,,,,,,,,,,,,,,,,,,,
3001,14C,14,15B,15D,,,,,,,,,,,,,,,,,,,
3002,15D,15B,14,14C,,,,,,,,,,,,,,,,,,,
3003,49,,,,,,,,,,,,,,,,,,,,,,
3004,49,,,,,,,,,,,,,,,,,,,,,,
3005,49,,,,,,,,,,,,,,,,,,,,,,
3006,65B,,,,,,,,,,,,,,,,,,,,,,
3007,15,,,,,,,,,,,,,,,,,,,,,,
3008,67,67X,,,,,,,,,,,,,,,,,,,,,
3011,17,142,,,,,,,,,,,,,,,,,,,,,
3012,142,17,,,,,,,,,,,,,,,,,,,,,
3014,11,,,,,,,,,,,,,,,,,,,,,,
3015,11,,,,,,,,,,,,,,,,,,,,,,
3016,11,,,,,,,,,,,,,,,,,,,,,,
3017,11,,,,,,,,,,,,,,,,,,,,,,
3018,11,,,,,,,,,,,,,,,,,,,,,,
3019,11,,,,,,,,,,,,,,,,,,,,,,
3020,11,,,,,,,,,,,,,,,,,,,,,,
3021,11,,,,,,,,,,,,,,,,,,,,,,
3022,11,,,,,,,,,,,,,,,,,,,,,,
3023,11,,,,,,,,,,,,,,,,,,,,,,
3024,11,,,,,,,,,,,,,,,,,,,,,,
3025,11,,,,,,,,,,,,,,,,,,,,,,
3026,11,,,,,,,,,,,,,,,,,,,,,,
3027,11,,,,,,,,,,,,,,,,,,,,,,
3028,11,,,,,,,,,,,,,,,,,,,,,,
3029,11,,,,,,,,,,,,,,,,,,,,,,
3030,11,,,,,,,,,,,,,,,,,,,,,,
3031,11,,,,,,,,,,,,,,,,,,,,,,
3032,17,84A,7A,7,,,,,,,,,,,,,,,,,,,
3033,7,7A,17,,,,,,,,,,,,,,,,,,,,
3034,7A,7,46E,,,,,,,,,,,,,,,,,,,,
3036,7,7A,,,,,,,,,,,,,,,,,,,,,
3037,7A,7,,,,,,,,,,,,,,,,,,,,,
3038,7,7A,,,,,,,,,,,,,,,,,,,,,
3039,7A,7,,,,,,,,,,,,,,,,,,,,,
3040,7,7A,,,,,,,,,,,,,,,,,,,,,
3041,7A,7,,,,,,,,,,,,,,,,,,,,,
3042,7,,,,,,,,,,,,,,,,,,,,,,
3045,84,184,45A,,,,,,,,,,,,,,,,,,,,
3046,111,59,,,,,,,,,,,,,,,,,,,,,
3047,59,111,45A,7A,7,,,,,,,,,,,,,,,,,,
3048,7D,111,59,,,,,,,,,,,,,,,,,,,,
3049,59,111,7D,,,,,,,,,,,,,,,,,,,,
3050,7D,111,59,,,,,,,,,,,,,,,,,,,,
3051,59,111,7D,,,,,,,,,,,,,,,,,,,,
3052,7D,111,59,,,,,,,,,,,,,,,,,,,,
3053,59,111,7D,,,,,,,,,,,,,,,,,,,,
3054,7D,111,59,,,,,,,,,,,,,,,,,,,,
3055,59,111,7D,,,,,,,,,,,,,,,,,,,,
3056,7D,111,59,,,,,,,,,,,,,,,,,,,,
3057,59,111,7D,,,,,,,,,,,,,,,,,,,,
3058,111,59,,,,,,,,,,,,,,,,,,,,,
3059,59,111,7D,,,,,,,,,,,,,,,,,,,,
3060,7D,111,59,,,,,,,,,,,,,,,,,,,,
3061,59,111,7D,,,,,,,,,,,,,,,,,,,,
3062,7D,111,59,,,,,,,,,,,,,,,,,,,,
3063,59,111,7D,,,,,,,,,,,,,,,,,,,,
3064,7D,111,59,,,,,,,,,,,,,,,,,,,,
3065,59,111,7D,,,,,,,,,,,,,,,,,,,,
3066,7D,111,59,,,,,,,,,,,,,,,,,,,,
3067,59,111,7D,,,,,,,,,,,,,,,,,,,,
3068,7D,7A,7,111,59,45A,,,,,,,,,,,,,,,,,
3069,45A,59,111,7,7A,7D,,,,,,,,,,,,,,,,,
3070,7D,7A,7,111,59,45A,,,,,,,,,,,,,,,,,
3071,7,7A,7D,,,,,,,,,,,,,,,,,,,,
3072,7D,7A,7,,,,,,,,,,,,,,,,,,,,
3073,7,7A,7D,,,,,,,,,,,,,,,,,,,,
3074,7D,7A,7,,,,,,,,,,,,,,,,,,,,
3075,7,7A,7D,,,,,,,,,,,,,,,,,,,,
3076,7D,7A,7,,,,,,,,,,,,,,,,,,,,
3077,7,7A,7D,,,,,,,,,,,,,,,,,,,,
3078,102,,,,,,,,,,,,,,,,,,,,,,
3079,84A,7A,,,,,,,,,,,,,,,,,,,,,
3080,7A,84A,,,,,,,,,,,,,,,,,,,,,
3081,84A,7A,,,,,,,,,,,,,,,,,,,,,
3082,84,84A,114,17,,,,,,,,,,,,,,,,,,,
3083,17,,,,,,,,,,,,,,,,,,,,,,
3084,84A,7D,7A,7,4,,,,,,,,,,,,,,,,,,
3085,46E,114,17,,,,,,,,,,,,,,,,,,,,
3087,102,,,,,,,,,,,,,,,,,,,,,,
3088,102,41X,41C,,,,,,,,,,,,,,,,,,,,
3089,41C,41X,102,,,,,,,,,,,,,,,,,,,,
3090,102,41X,41C,,,,,,,,,,,,,,,,,,,,
3091,7D,59,,,,,,,,,,,,,,,,,,,,,
3092,59,7D,,,,,,,,,,,,,,,,,,,,,
3093,7D,59,,,,,,,,,,,,,,,,,,,,,
3094,59,,,,,,,,,,,,,,,,,,,,,,
3095,59,,,,,,,,,,,,,,,,,,,,,,
3096,59,,,,,,,,,,,,,,,,,,,,,,
3097,59,,,,,,,,,,,,,,,,,,,,,,
3098,59,,,,,,,,,,,,,,,,,,,,,,
3099,59,,,,,,,,,,,,,,,,,,,,,,
3100,59,,,,,,,,,,,,,,,,,,,,,,
3101,59,,,,,,,,,,,,,,,,,,,,,,
3102,59,,,,,,,,,,,,,,,,,,,,,,
3103,59,,,,,,,,,,,,,,,,,,,,,,
3105,59,,,,,,,,,,,,,,,,,,,,,,
3106,59,,,,,,,,,,,,,,,,,,,,,,
3107,59,,,,,,,,,,,,,,,,,,,,,,
3108,59,,,,,,,,,,,,,,,,,,,,,,
3111,59,,,,,,,,,,,,,,,,,,,,,,
3112,67X,67,,,,,,,,,,,,,,,,,,,,,
3114,84,4,46E,84A,,,,,,,,,,,,,,,,,,,
3115,84A,4,84,,,,,,,,,,,,,,,,,,,,
3116,84,4,84A,,,,,,,,,,,,,,,,,,,,
3117,84A,84,,,,,,,,,,,,,,,,,,,,,
3118,84,84A,,,,,,,,,,,,,,,,,,,,,
3119,84A,84,,,,,,,,,,,,,,,,,,,,,
3120,84,84A,,,,,,,,,,,,,,,,,,,,,
3122,84A,84,,,,,,,,,,,,,,,,,,,,,
3123,84,84A,,,,,,,,,,,,,,,,,,,,,
3124,84A,84,,,,,,,,,,,,,,,,,,,,,
3125,84,84A,,,,,,,,,,,,,,,,,,,,,
3126,84A,84,63,,,,,,,,,,,,,,,,,,,,
3127,84,84A,,,,,,,,,,,,,,,,,,,,,
3128,84A,84,,,,,,,,,,,,,,,,,,,,,
3129,145,63,,,,,,,,,,,,,,,,,,,,,
3130,145,84A,84,,,,,,,,,,,,,,,,,,,,
3131,84,84A,145,,,,,,,,,,,,,,,,,,,,
3132,145,84A,84,,,,,,,,,,,,,,,,,,,,
3133,84,84A,145,,,,,,,,,,,,,,,,,,,,
